key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_15.keys,key_resp_15.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,base_sentence_number,version,experiment,list,numb_words,gender,sentence,question,answer,CorrAns,w1,w2,w3,w4,w5,w6,w7,w8,w9,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_16.keys,key_resp_16.rt,word1.keys,word1.rt,word2.keys,word2.rt,word3.keys,word3.rt,word4.keys,word4.rt,word5.keys,word5.rt,word6.keys,word6.rt,word7.keys,word7.rt,word8.keys,word8.rt,word9.keys,word9.rt,compquestion.keys,compquestion.corr,compquestion.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,endoftask.keys,endoftask.rt
space,8.2127,y,0.3583,space,3.0282,space,0.8933,space,0.7923,space,0.6548,space,0.9341,space,0.5417,space,0.4637,space,0.5244,space,0.4621,n,4.5083,0,0,0,0,1,NA,NA,practica,NA,NA,NA,Rita is uncomfortable because it is very hot outside.,Is it cold?,no,0,Rita,is,uncomfortable,because,it,is,very,hot,outside.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,0.6457,space,0.3869,space,0.4586,space,0.4384,space,0.3959,space,0.4595,space,0.4171,space,0.3512,space,0.3754,n,4.5329,0,1,1,1,1,NA,NA,practica,NA,NA,NA,Peter was running by himself in the park yesterday.,Was Peter painting the wall?,no,0,Peter,was,running,by,himself,in,the,park,yesterday.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,1.0842,space,0.6694,space,0.4096,space,0.5329,space,0.3538,space,0.3169,space,0.3252,space,0.3,space,0.317,y,4.2605,0,2,2,2,1,NA,NA,practica,NA,NA,NA,Hannah is watching tv because she is really bored.,Is Hannah in front of a screen?,yes,1,Hannah,is,watching,tv,because,she,is,really,bored.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1_1,neutral_gender_someone,1,9,masculine,Someone called me but he stopped before I answered,Did the person try to communicate?,yes,1,Someone,called,me,but,he,stopped,before,I,answered.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,space,2.9878,space,0.4943,space,0.3183,space,0.3366,space,0.3378,space,0.3011,space,0.3255,space,0.3352,space,0.3529,space,0.3216,y,0,4.7636,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21_2,inclusive_gender_reflexive,1,9,themself,Jack was cooking by themself in the kitchen yesterday.,Was Jack in the kitchen?,yes,1,Jack,was,cooking,by,themself,in,the,kitchen,yesterday.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,1.1335,space,0.3263,space,0.3044,space,0.3468,space,0.3644,space,0.6292,space,0.3551,space,0.3958,space,0.3711,y,0,1.5669,0,1,1,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,NA,filler,1and2,9,NA,The aroma of freshly brewed coffee filled the room.,Was the smell nice?,,1,The,aroma,of,freshly,brewed,coffee,filled,the,room.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.7638,space,0.7012,space,0.3031,space,0.3055,space,0.3567,space,0.4132,space,0.3236,space,0.318,space,0.3518,n,0,3.5374,0,2,2,2,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22_1,inclusive_gender_reflexive,1,9,himself,Max was painting by himself in the studio earlier.,Was Max watching tv?,no,0,Max,was,painting,by,himself,in,the,studio,earlier.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.707,space,0.3554,space,0.357,space,0.437,space,0.3867,space,0.3779,space,0.2846,space,0.2852,space,0.4018,n,0,1.4479,0,3,3,3,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33_1,inclusive_gender_they,1,9,she,Sara is happy because she found new friends yesterday.,Is Sara in a good mood?,yes,1,Sara,is,happy,because,she,found,new,friends,yesterday.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.3969,space,0.334,space,0.3738,space,0.351,space,0.5019,space,0.3608,space,0.3614,space,0.306,space,0.3569,y,0,2.4935,0,4,4,4,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31_2,inclusive_gender_reflexive,1,9,themself,Troy was singing by themself in the shower yesterday.,Was Troy singing?,yes,1,Troy,was,singing,by,themself,in,the,shower,yesterday.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.4406,space,0.3115,space,0.4011,space,0.3196,space,0.5932,space,0.9053,space,0.5179,space,0.4376,space,0.4032,y,0,2.002,0,5,5,5,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,NA,filler,1and2,9,NA,"Soft raindrops tapped gently, creating a rhythmic melody outside.",Was it a sunny day?,,0,Soft,raindrops,tapped,"gently,",creating,a,rhythmic,melody,outside.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.48,space,0.4525,space,0.5001,space,0.3568,space,0.3408,space,0.4063,space,0.325,space,0.3749,space,0.4009,n,0,1.3846,0,6,6,6,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34_2,inclusive_gender_they,1,9,they,Mary is sad because they lost the dog earlier.,Did mary lose something?,no,0,Mary,is,sad,because,they,lost,the,dog,earlier.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.6851,space,0.4346,space,0.4697,space,0.8257,space,0.3038,space,0.3218,space,0.334,space,0.2786,space,0.3133,y,0,1.3884,0,7,7,7,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10_2,neutral_gender_someone,1,9,neutral,Someone shushed me but they stopped before I noticed.,Was the person happy to hear a voice?,no,0,Someone,shushed,me,but,they,stopped,before,I,noticed.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.5798,space,0.3638,space,1.1645,space,0.318,space,0.3032,space,0.3224,space,0.3009,space,0.3271,space,0.329,n,0,2.203,0,8,8,8,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,NA,filler,1and2,9,NA,"They went on an exciting trip, embracing their destiny.",Did they stay home?,,0,They,went,on,an,exciting,"trip,",embracing,their,destiny.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.4843,space,0.4131,space,0.348,space,0.3336,space,0.3592,space,0.3276,space,0.3937,space,0.3371,space,0.2746,n,0,1.8305,0,9,9,9,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23_2,inclusive_gender_reflexive,1,9,themself,Ben was dancing by themself in the kitchen yesterday.,Was Ben in the kitchen?,yes,1,Ben,was,dancing,by,themself,in,the,kitchen,yesterday.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.5084,space,0.3349,space,0.6724,space,0.4043,space,0.3871,space,0.3785,space,0.3545,space,0.3232,space,0.3732,y,0,1.3014,0,10,10,10,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9_1,neutral_gender_someone,1,9,masculine,Someone helped me but he left before I finished.,Did the person offer some help?,yes,1,Someone,helped,me,but,he,left,before,I,finished.,ADV_EN_19,001,2023-08-30_11h25.32.470,spr_english_2023_list1,2021.1.1,Win32,60.0024001,,,space,0.4877,space,0.379,space,0.5313,space,0.4452,space,0.4583,space,0.3432,space,0.3443,space,0.3219,space,0.3001,n,0,2.5675,0,11,11,11,1,,
