key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_15.keys,key_resp_15.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,base_sentence_number,version,experiment,list,numb_words,gender,sentence,question,answer,CorrAns,w1,w2,w3,w4,w5,w6,w7,w8,w9,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_16.keys,key_resp_16.rt,word1.keys,word1.rt,word2.keys,word2.rt,word3.keys,word3.rt,word4.keys,word4.rt,word5.keys,word5.rt,word6.keys,word6.rt,word7.keys,word7.rt,word8.keys,word8.rt,word9.keys,word9.rt,compquestion.keys,compquestion.corr,compquestion.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,endoftask.keys,endoftask.rt
space,4.2442,y,4.5132,space,3.1003,space,0.9928,space,1.2058,space,1.0613,space,1.0719,space,0.6443,space,1.8455,space,1.118,space,1.2075,n,16.2932,0,0,0,0,1,NA,NA,practica,NA,NA,NA,Rita is uncomfortable because it is very hot outside.,Is it cold?,no,0,Rita,is,uncomfortable,because,it,is,very,hot,outside.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,1.3557,space,0.7492,space,0.6437,space,0.6635,space,0.8051,space,0.4883,space,0.4568,space,0.5926,space,0.8161,n,6.208,0,1,1,1,1,NA,NA,practica,NA,NA,NA,Peter was running by himself in the park yesterday.,Was Peter painting the wall?,no,0,Peter,was,running,by,himself,in,the,park,yesterday.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,1.3064,space,0.5801,space,0.5528,space,0.494,space,0.5839,space,0.4993,space,0.4968,space,0.4177,space,0.5373,y,9.1756,0,2,2,2,1,NA,NA,practica,NA,NA,NA,Hannah is watching tv because she is really bored.,Is Hannah in front of a screen?,yes,1,Hannah,is,watching,tv,because,she,is,really,bored.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1_2,neutral_gender_someone,2,9,neutral,Someone called me but they stopped before I answered,Did the person try to communicate?,yes,1,Someone,called,me,but,they,stopped,before,I,answered.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,space,2.8842,space,0.8807,space,0.7214,space,0.5077,space,0.4917,space,0.4787,space,0.5949,space,0.5161,space,0.4507,space,0.4519,y,0,8.2847,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34_1,inclusive_gender_they,2,9,she,Mary is sad because she lost the dog earlier.,Did mary lose something?,no,0,Mary,is,sad,because,she,lost,the,dog,earlier.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,,,space,2.3591,space,0.8359,space,0.9087,space,0.7842,space,0.5578,space,0.4814,space,0.4196,space,0.3949,space,0.4333,n,0,15.7888,0,1,1,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31_1,inclusive_gender_reflexive,2,9,himself,Troy was singing by himself in the shower yesterday.,Was Troy singing?,yes,1,Troy,was,singing,by,himself,in,the,shower,yesterday.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,,,space,5.6063,space,0.8456,space,1.229,space,6.8816,space,0.963,space,1.0863,space,0.6065,space,0.5293,space,0.826,y,0,6.6796,0,2,2,2,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37_2,inclusive_gender_they,2,9,they,Emily is grateful because they got nice gifts yesterday.,Did Emily get presents?,yes,1,Emily,is,grateful,because,they,got,nice,gifts,yesterday.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,,,space,0.8693,space,0.6008,space,0.6026,space,0.8307,space,0.4475,space,0.4321,space,0.4708,space,0.4801,space,0.804,y,0,2.8103,0,3,3,3,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,NA,filler,1and2,9,NA,The aroma of freshly brewed coffee filled the room.,Was the smell nice?,,1,The,aroma,of,freshly,brewed,coffee,filled,the,room.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,,,space,1.1261,space,0.4572,space,0.549,space,0.6122,space,0.6348,space,0.5527,space,0.5357,space,0.4867,space,0.4538,n,0,4.534,0,4,4,4,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30_2,inclusive_gender_reflexive,2,9,themself,Scott was drinking by themself at the bar earlier.,Was Scott at his apartment?,no,0,Scott,was,drinking,by,themself,at,the,bar,earlier.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,,,space,0.6003,space,0.6312,space,0.78,space,0.6871,space,0.6205,space,0.4501,space,0.3987,space,0.3829,space,0.4716,n,0,2.7171,0,5,5,5,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14_1,neutral_gender_someone,2,9,masculine,Someone photographed me but he quit before I spoke.,Did someone take pictures?,yes,0,Someone,photographed,me,but,he,quit,before,I,spoke.,ING_J_BEG_45,001,2023-11-23_16h34.45.662,spr_english_2023_list2,2021.1.1,Win32,60.04202942,,,space,0.5611,space,0.8999,space,0.7319,space,0.6973,space,0.6195,space,0.4793,space,0.4632,space,0.4691,space,0.5477,n,0,4.4343,0,6,6,6,1,,
