key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_15.keys,key_resp_15.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,base_sentence_number,version,experiment,list,numb_words,gender,sentence,question,answer,CorrAns,w1,w2,w3,w4,w5,w6,w7,w8,w9,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_16.keys,key_resp_16.rt,word1.keys,word1.rt,word2.keys,word2.rt,word3.keys,word3.rt,word4.keys,word4.rt,word5.keys,word5.rt,word6.keys,word6.rt,word7.keys,word7.rt,word8.keys,word8.rt,word9.keys,word9.rt,compquestion.keys,compquestion.corr,compquestion.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,endoftask.keys,endoftask.rt
space,2.5774,y,0.7753,space,1.5769,space,0.5217,space,0.856,space,0.5263,space,0.3792,space,0.3284,space,0.4078,space,0.2962,space,0.3922,y,2.6255,0,0,0,0,1,NA,NA,practica,NA,NA,NA,Rita is uncomfortable because it is very hot outside.,Is it cold?,no,0,Rita,is,uncomfortable,because,it,is,very,hot,outside.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,0.5051,space,0.1693,space,0.2344,space,0.5332,space,0.1672,space,0.1834,space,0.2007,space,0.4017,space,0.2259,n,0.7254,0,1,1,1,1,NA,NA,practica,NA,NA,NA,Peter was running by himself in the park yesterday.,Was Peter painting the wall?,no,0,Peter,was,running,by,himself,in,the,park,yesterday.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,0.2138,space,0.2183,space,0.1428,space,0.198,space,0.2007,space,0.4457,space,0.1431,space,0.267,space,0.2132,y,0.3503,0,2,2,2,1,NA,NA,practica,NA,NA,NA,Hannah is watching tv because she is really bored.,Is Hannah in front of a screen?,yes,1,Hannah,is,watching,tv,because,she,is,really,bored.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1_2,neutral_gender_someone,2,9,neutral,Someone called me but they stopped before I answered,Did the person try to communicate?,yes,1,Someone,called,me,but,they,stopped,before,I,answered.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,space,0.0204,space,0.2216,space,0.3346,space,0.1692,space,0.1627,space,0.1909,space,0.177,space,0.1595,space,0.2093,space,0.1363,y,0,0.5387,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34_1,inclusive_gender_they,2,9,she,Mary is sad because she lost the dog earlier.,Did mary lose something?,no,0,Mary,is,sad,because,she,lost,the,dog,earlier.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,,,space,0.5044,space,0.2033,space,0.1839,space,0.1849,space,0.1815,space,0.3957,space,0.2003,space,0.157,space,0.1009,n,0,0.5147,0,1,1,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31_1,inclusive_gender_reflexive,2,9,himself,Troy was singing by himself in the shower yesterday.,Was Troy singing?,yes,1,Troy,was,singing,by,himself,in,the,shower,yesterday.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,,,space,0.2589,space,0.1979,space,0.1764,space,0.151,space,0.1842,space,0.153,space,0.1528,space,0.2185,space,0.1735,n,0,0.4174,0,2,2,2,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37_2,inclusive_gender_they,2,9,they,Emily is grateful because they got nice gifts yesterday.,Did Emily get presents?,yes,1,Emily,is,grateful,because,they,got,nice,gifts,yesterday.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,,,space,0.1705,space,0.2181,space,0.1452,space,0.1746,space,0.1677,space,0.1215,space,0.1363,space,0.1349,space,0.2001,y,0,0.352,0,3,3,3,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,NA,filler,1and2,9,NA,The aroma of freshly brewed coffee filled the room.,Was the smell nice?,,1,The,aroma,of,freshly,brewed,coffee,filled,the,room.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,,,space,0.367,space,0.1605,space,0.1443,space,0.1397,space,0.125,space,0.1375,space,0.1274,space,0.1343,space,0.1419,y,0,0.2587,0,4,4,4,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30_2,inclusive_gender_reflexive,2,9,themself,Scott was drinking by themself at the bar earlier.,Was Scott at his apartment?,no,0,Scott,was,drinking,by,themself,at,the,bar,earlier.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,,,space,0.122,space,0.2976,space,0.1678,space,0.1502,space,0.1476,space,0.1226,space,0.1672,space,0.1391,space,0.1451,n,0,0.3362,0,5,5,5,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14_1,neutral_gender_someone,2,9,masculine,Someone photographed me but he quit before I spoke.,Did someone take pictures?,yes,0,Someone,photographed,me,but,he,quit,before,I,spoke.,giovany,001,2023-11-23_16h28.56.896,spr_english_2023_list2,2021.1.1,Win32,60.0240096,,,space,0.4625,space,0.1551,space,0.1506,space,0.1371,space,0.1408,space,0.1379,space,0.1545,space,0.1474,space,0.1684,n,0,1.4866,0,6,6,6,1,,
